"id","depo_org_id","drug_id","quantity","tarif","ppn","sub_total","tanggal"
3913,70,DRx0014697,3,2068.0,0.0,6204.0,"2024-04-03"
3914,1,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-06"
3915,70,DRx0014992,3,373.0,0.0,1119.0,"2024-04-09"
3916,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-31"
3917,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-31"
3918,1,DRx0014697,2,2068.0,0.0,4136.0,"2024-03-30"
3919,70,DRx0014697,6,2068.0,0.0,12408.0,"2024-04-08"
3920,70,DRx0014697,3,2068.0,0.0,6204.0,"2024-04-05"
3921,70,DRx0014697,3,2068.0,0.0,6204.0,"2024-04-07"
3922,70,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-04"
3923,70,DRx0014697,3,2068.0,0.0,6204.0,"2024-04-06"
3924,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-03"
3925,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-01"
3926,70,DRx0014697,1,2068.0,41.0,2068.0,"2024-04-02"
3927,109,DRx0014992,20,414.0,0.0,8280.0,"2024-04-16"
3928,1,DRx0014992,10,466.0,0.0,4660.0,"2024-01-26"
3929,218,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-17"
3930,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-24"
3931,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-24"
3932,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-22"
3933,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-22"
3934,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-23"
3935,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-25"
3936,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-03-15"
3937,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-15"
3938,1,DRx0014992,10,466.0,1025.0,4660.0,"2024-01-01"
3939,109,DRx0014992,20,517.0,0.0,10345.0,"2024-01-08"
3940,401,DRx0014992,15,466.0,0.0,6990.0,"2024-01-22"
3941,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-30"
3942,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-05-01"
3943,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-05-02"
3944,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-05-03"
3945,218,DRx0014697,1,2068.0,0.0,2068.0,"2024-05-04"
3946,415,DRx0014697,1,2068.0,51.0,2068.0,"2024-05-02"
3947,109,DRx0014992,7,517.0,0.0,3620.0,"2024-02-24"
3948,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-23"
3949,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-22"
3950,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-23"
3951,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-24"
3952,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-24"
3953,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-29"
3954,1,DRx0014992,10,373.0,51.0,3730.0,"2024-04-07"
3955,109,DRx0014992,10,517.0,0.0,5172.0,"2024-03-04"
3956,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-13"
3957,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
3958,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-11"
3959,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
3960,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
3961,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
3962,415,DRx0014697,1,2585.0,41.0,2585.0,"2024-01-13"
3963,109,DRx0014992,10,414.0,0.0,4140.0,"2024-04-22"
3964,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-13"
3965,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-14"
3966,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-14"
3967,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-27"
3968,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-28"
3969,415,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-08"
3970,415,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-09"
3971,415,DRx0014697,4,2585.0,0.0,10340.0,"2024-01-07"
3972,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
3973,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-06"
3974,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-21"
3975,70,DRx0014992,2,373.0,0.0,746.0,"2024-03-26"
3976,70,DRx0014992,4,373.0,0.0,1492.0,"2024-03-20"
3977,70,DRx0014992,3,373.0,0.0,1119.0,"2024-03-21"
3978,70,DRx0014992,3,373.0,0.0,1119.0,"2024-03-22"
3979,70,DRx0014992,3,373.0,0.0,1119.0,"2024-03-24"
3980,70,DRx0014992,3,373.0,0.0,1119.0,"2024-03-25"
3981,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-21"
3982,70,DRx0014992,3,373.0,0.0,1119.0,"2024-03-23"
3983,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-25"
3984,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-24"
3985,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-23"
3986,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-11"
3987,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-16"
3988,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-16"
3989,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-01"
3990,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-01"
3991,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-02"
3992,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-04"
3993,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-03"
3994,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-05"
3995,1,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-13"
3996,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-03-02"
3997,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-12"
3998,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-03-11"
3999,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-13"
4000,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-16"
4001,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-14"
4002,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-14"
4003,1,DRx0014992,10,373.0,0.0,3730.0,"2024-04-11"
4004,1,DRx0014992,10,466.0,0.0,4660.0,"2024-03-07"
4005,1,DRx0014992,10,373.0,0.0,3730.0,"2024-04-21"
4006,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-20"
4007,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-18"
4008,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-19"
4009,70,DRx0014697,1,2585.0,41.0,2585.0,"2024-02-26"
4010,109,DRx0014992,20,414.0,51.0,8280.0,"2024-05-03"
4011,109,DRx0014992,15,517.0,0.0,7758.0,"2024-01-04"
4012,1,DRx0014697,2,2585.0,51.0,5170.0,"2024-01-04"
4013,109,DRx0014992,20,517.0,0.0,10345.0,"2024-01-11"
4014,70,DRx0014697,2,2585.0,51.0,5170.0,"2024-01-29"
4015,109,DRx0014992,8,517.0,0.0,4138.0,"2024-02-12"
4016,45,DRx0014697,1,2585.0,51.0,2585.0,"2024-02-12"
4017,109,DRx0014992,8,517.0,51.0,4138.0,"2024-02-26"
4018,109,DRx0014992,30,517.0,0.0,15517.0,"2024-03-04"
4019,1,DRx0014697,2,2585.0,41.0,5170.0,"2024-03-15"
4020,109,DRx0014992,8,414.0,0.0,3312.0,"2024-03-25"
4021,415,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-01"
4022,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-02"
4023,1,DRx0014697,2,2068.0,41.0,4136.0,"2024-04-16"
4024,109,DRx0014992,20,414.0,0.0,8280.0,"2024-04-16"
4025,415,DRx0014697,2,2068.0,0.0,4136.0,"2024-05-08"
4026,415,DRx0014992,10,373.0,0.0,3730.0,"2024-05-10"
4027,70,DRx0014992,5,373.0,0.0,1865.0,"2024-04-05"
4028,70,DRx0014992,3,373.0,0.0,1119.0,"2024-04-06"
4029,70,DRx0014992,3,373.0,0.0,1119.0,"2024-04-07"
4030,70,DRx0014992,2,373.0,41.0,746.0,"2024-04-08"
4031,109,DRx0014992,15,414.0,0.0,6210.0,"2024-04-26"
4032,70,DRx0014992,5,466.0,0.0,2330.0,"2024-02-22"
4033,70,DRx0014992,8,466.0,0.0,3728.0,"2024-02-26"
4034,70,DRx0014697,3,2585.0,0.0,7755.0,"2024-02-25"
4035,70,DRx0014992,23,466.0,0.0,10718.0,"2024-03-03"
4036,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-21"
4037,70,DRx0014992,3,466.0,0.0,1398.0,"2024-02-25"
4038,70,DRx0014992,3,466.0,0.0,1398.0,"2024-02-23"
4039,70,DRx0014992,6,466.0,0.0,2796.0,"2024-02-29"
4040,70,DRx0014992,3,466.0,0.0,1398.0,"2024-02-24"
4041,70,DRx0014992,6,466.0,0.0,2796.0,"2024-02-27"
4042,70,DRx0014992,6,466.0,0.0,2796.0,"2024-02-28"
4043,70,DRx0014992,6,466.0,0.0,2796.0,"2024-03-03"
4044,70,DRx0014992,6,466.0,0.0,2796.0,"2024-03-01"
4045,70,DRx0014992,6,466.0,0.0,2796.0,"2024-03-02"
4046,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-21"
4047,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-22"
4048,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-23"
4049,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-24"
4050,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-25"
4051,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-02-07"
4052,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-07"
4053,1,DRx0014992,15,466.0,0.0,6990.0,"2024-01-05"
4054,1,DRx0014992,10,466.0,0.0,4660.0,"2024-02-10"
4055,218,DRx0014697,1,2585.0,51.0,2585.0,"2024-03-05"
4056,109,DRx0014992,10,517.0,0.0,5172.0,"2024-03-07"
4057,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-25"
4058,415,DRx0014697,4,2585.0,0.0,10340.0,"2024-02-01"
4059,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-30"
4060,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-31"
4061,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-31"
4062,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-30"
4063,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-01"
4064,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-02"
4065,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-02"
4066,218,DRx0014697,1,2585.0,51.0,2585.0,"2024-02-02"
4067,109,DRx0014992,20,517.0,41.0,10345.0,"2024-03-08"
4068,109,DRx0014992,20,414.0,0.0,8280.0,"2024-03-22"
4069,218,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-18"
4070,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-11"
4071,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-11"
4072,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-01"
4073,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-02"
4074,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-26"
4075,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-14"
4076,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-16"
4077,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-16"
4078,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-17"
4079,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-14"
4080,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-13"
4081,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-27"
4082,415,DRx0014697,1,2068.0,41.0,2068.0,"2024-04-26"
4083,109,DRx0014992,10,414.0,0.0,4140.0,"2024-05-02"
4084,70,DRx0014992,21,373.0,0.0,7833.0,"2024-05-09"
4085,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-19"
4086,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-18"
4087,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-18"
4088,1,DRx0014697,1,2585.0,51.0,2585.0,"2024-01-26"
4089,109,DRx0014992,20,517.0,0.0,10345.0,"2024-01-18"
4090,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-27"
4091,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-18"
4092,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-11"
4093,415,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-08"
4094,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-08"
4095,415,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-09"
4096,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
4097,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-01"
4098,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-02"
4099,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-02-01"
4100,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-03"
4101,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-04"
4102,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-05"
4103,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-08"
4104,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-07"
4105,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-05"
4106,1,DRx0014697,2,2068.0,51.0,4136.0,"2024-04-08"
4107,109,DRx0014992,15,517.0,0.0,7758.0,"2024-01-29"
4108,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-17"
4109,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-05"
4110,1,DRx0014992,15,373.0,0.0,5595.0,"2024-04-01"
4111,1,DRx0014697,2,2068.0,0.0,4136.0,"2024-03-23"
4112,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-25"
4113,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-23"
4114,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-24"
4115,415,DRx0014697,2,2068.0,0.0,4136.0,"2024-03-23"
4116,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-27"
4117,218,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-27"
4118,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-28"
4119,218,DRx0014697,2,2585.0,0.0,5170.0,"2024-03-14"
4120,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-15"
4121,70,DRx0014992,6,373.0,0.0,2238.0,"2024-03-24"
4122,1,DRx0014697,2,2068.0,0.0,4136.0,"2024-03-19"
4123,70,DRx0014992,3,373.0,0.0,1119.0,"2024-03-25"
4124,70,DRx0014992,3,373.0,0.0,1119.0,"2024-03-26"
4125,70,DRx0014992,3,373.0,0.0,1119.0,"2024-03-27"
4126,70,DRx0014992,6,373.0,0.0,2238.0,"2024-03-28"
4127,70,DRx0014992,3,373.0,0.0,1119.0,"2024-04-03"
4128,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-29"
4129,70,DRx0014992,3,373.0,0.0,1119.0,"2024-03-29"
4130,70,DRx0014992,3,373.0,0.0,1119.0,"2024-04-02"
4131,70,DRx0014992,3,373.0,0.0,1119.0,"2024-04-01"
4132,415,DRx0014992,3,373.0,0.0,1119.0,"2024-04-03"
4133,415,DRx0014992,2,373.0,0.0,746.0,"2024-04-06"
4134,415,DRx0014992,3,373.0,0.0,1119.0,"2024-04-04"
4135,415,DRx0014992,30,373.0,0.0,11190.0,"2024-04-08"
4136,415,DRx0014992,3,373.0,0.0,1119.0,"2024-04-06"
4137,70,DRx0014992,3,373.0,0.0,1119.0,"2024-03-31"
4138,415,DRx0014992,1,373.0,0.0,373.0,"2024-04-08"
4139,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-04"
4140,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-06"
4141,415,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-07"
4142,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-03"
4143,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-08"
4144,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-01"
4145,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-31"
4146,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-06"
4147,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-02"
4148,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-03"
4149,70,DRx0014697,1,2068.0,51.0,2068.0,"2024-04-27"
4150,109,DRx0014992,10,517.0,0.0,5172.0,"2024-03-15"
4151,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-17"
4152,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-03-16"
4153,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-16"
4154,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-18"
4155,70,DRx0014697,1,2068.0,41.0,2068.0,"2024-03-19"
4156,109,DRx0014992,10,414.0,0.0,4140.0,"2024-05-03"
4157,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-14"
4158,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-15"
4159,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-16"
4160,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-20"
4161,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-19"
4162,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-21"
4163,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-27"
4164,415,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-29"
4165,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-30"
4166,1,DRx0014992,10,373.0,0.0,3730.0,"2024-03-30"
4167,1,DRx0014992,10,373.0,0.0,3730.0,"2024-04-11"
4168,1,DRx0014992,10,466.0,0.0,4660.0,"2024-03-01"
4169,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-01"
4170,1,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-19"
4171,70,DRx0014992,4,466.0,0.0,1864.0,"2024-02-19"
4172,70,DRx0014992,2,466.0,0.0,932.0,"2024-02-21"
4173,70,DRx0014992,21,466.0,0.0,9786.0,"2024-02-22"
4174,70,DRx0014992,3,466.0,0.0,1398.0,"2024-02-20"
4175,1,DRx0014992,1,466.0,0.0,466.0,"2024-02-18"
4176,70,DRx0014992,3,466.0,0.0,1398.0,"2024-02-19"
4177,70,DRx0014992,3,466.0,0.0,1398.0,"2024-02-19"
4178,70,DRx0014992,3,466.0,0.0,1398.0,"2024-02-20"
4179,70,DRx0014992,1,466.0,0.0,466.0,"2024-02-24"
4180,70,DRx0014992,3,466.0,0.0,1398.0,"2024-02-23"
4181,70,DRx0014992,3,466.0,0.0,1398.0,"2024-02-21"
4182,70,DRx0014992,3,466.0,0.0,1398.0,"2024-02-22"
4183,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-02-18"
4184,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-26"
4185,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-27"
4186,70,DRx0014697,1,2585.0,51.0,2585.0,"2024-01-28"
4187,109,DRx0014992,20,517.0,51.0,10345.0,"2024-01-18"
4188,109,DRx0014992,20,517.0,41.0,10345.0,"2024-02-20"
4189,109,DRx0014992,20,414.0,41.0,8280.0,"2024-03-20"
4190,109,DRx0014992,20,414.0,0.0,8280.0,"2024-04-23"
4191,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-21"
4192,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-27"
4193,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-27"
4194,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-28"
4195,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-27"
4196,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-30"
4197,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-29"
4198,415,DRx0014697,2,2068.0,0.0,4136.0,"2024-05-13"
4199,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-05-14"
4200,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-29"
4201,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-29"
4202,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-03-09"
4203,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-10"
4204,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-10"
4205,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-13"
4206,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-12"
4207,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-15"
4208,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-14"
4209,1,DRx0014992,10,373.0,768.0,3730.0,"2024-04-07"
4210,109,DRx0014992,15,517.0,0.0,7758.0,"2024-01-31"
4211,1,DRx0014697,1,2585.0,51.0,2585.0,"2024-03-06"
4212,109,DRx0014992,20,517.0,51.0,10345.0,"2024-01-09"
4213,109,DRx0014992,20,517.0,41.0,10345.0,"2024-03-05"
4214,109,DRx0014992,20,414.0,0.0,8280.0,"2024-05-07"
4215,415,DRx0014992,3,373.0,0.0,1119.0,"2024-03-19"
4216,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-21"
4217,415,DRx0014992,6,373.0,0.0,2238.0,"2024-03-23"
4218,415,DRx0014992,2,373.0,0.0,746.0,"2024-03-20"
4219,415,DRx0014992,2,373.0,0.0,746.0,"2024-03-20"
4220,415,DRx0014992,2,373.0,0.0,746.0,"2024-03-21"
4221,415,DRx0014992,2,373.0,0.0,746.0,"2024-03-22"
4222,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-21"
4223,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-21"
4224,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-23"
4225,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-22"
4226,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-05-03"
4227,70,DRx0014697,1,2585.0,51.0,2585.0,"2024-03-13"
4228,109,DRx0014992,15,517.0,51.0,7758.0,"2024-01-27"
4229,109,DRx0014992,15,517.0,615.0,7758.0,"2024-03-09"
4230,109,DRx0014992,15,414.0,0.0,6210.0,"2024-04-22"
4231,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-22"
4232,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-26"
4233,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-26"
4234,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-05-09"
4235,415,DRx0014697,1,2068.0,0.0,2068.0,"2024-05-09"
4236,415,DRx0014697,1,2068.0,41.0,2068.0,"2024-05-09"
4237,109,DRx0014992,8,414.0,41.0,3312.0,"2024-04-20"
4238,109,DRx0014992,14,414.0,0.0,5796.0,"2024-05-11"
4239,1,DRx0014992,1,373.0,0.0,373.0,"2024-04-01"
4240,70,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-01"
4241,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-03"
4242,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-02"
4243,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-02-19"
4244,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-23"
4245,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-03-04"
4246,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-09"
4247,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-08"
4248,1,DRx0014992,10,466.0,0.0,4660.0,"2024-03-11"
4249,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-03-01"
4250,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-10"
4251,70,DRx0014992,10,373.0,0.0,3730.0,"2024-04-07"
4252,70,DRx0014992,4,373.0,0.0,1492.0,"2024-04-05"
4253,70,DRx0014992,2,373.0,0.0,746.0,"2024-04-06"
4254,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-06"
4255,70,DRx0014697,2,2068.0,41.0,4136.0,"2024-04-05"
4256,109,DRx0014992,15,414.0,0.0,6210.0,"2024-05-03"
4257,70,DRx0014992,4,466.0,0.0,1864.0,"2024-01-12"
4258,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-13"
4259,70,DRx0014992,7,466.0,0.0,3262.0,"2024-01-16"
4260,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-15"
4261,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-14"
4262,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-16"
4263,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-15"
4264,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-14"
4265,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
4266,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-15"
4267,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-19"
4268,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-15"
4269,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-15"
4270,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-17"
4271,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-17"
4272,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-18"
4273,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-20"
4274,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-21"
4275,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-21"
4276,415,DRx0014697,1,2585.0,51.0,2585.0,"2024-01-23"
4277,109,DRx0014992,20,517.0,0.0,10345.0,"2024-01-03"
4278,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-20"
4279,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-21"
4280,415,DRx0014697,1,2585.0,861.0,2585.0,"2024-01-22"
4281,109,DRx0014992,21,414.0,0.0,8694.0,"2024-04-04"
4282,415,DRx0014697,1,2068.0,51.0,2068.0,"2024-05-02"
4283,109,DRx0014992,15,517.0,51.0,7758.0,"2024-01-20"
4284,109,DRx0014992,15,517.0,41.0,7758.0,"2024-02-20"
4285,109,DRx0014992,15,414.0,41.0,6210.0,"2024-03-21"
4286,109,DRx0014992,15,414.0,0.0,6210.0,"2024-04-22"
4287,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-05"
4288,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-05"
4289,1,DRx0014992,15,466.0,0.0,6990.0,"2024-03-18"
4290,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-07"
4291,1,DRx0014697,2,2585.0,41.0,5170.0,"2024-03-02"
4292,109,DRx0014992,15,414.0,41.0,6210.0,"2024-03-21"
4293,109,DRx0014992,10,414.0,0.0,4140.0,"2024-04-01"
